prem	hyp	label	annotated_label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	general_q2	subject_q2	object_q2	pairID	genre
Grandpop was a very quiet, somber man he wouldn't say much but uh, Gra ndmom was a little more boisterous.	Grandfather was a silent man and didn't talk much.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	3465e	facetoface
and i and i may have been the only one that did both because the mentality in Dallas was that you couldn't like both you had to like one and hate the other	I did not follow the mentality in Dallas, of liking only one team.	entailment	entailment	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	76219n	telephone
Catch up on the Indian avant-garde and the bohemian people of Caletta at the Academy of Fine Arts on the southeast corner of the Maidan.	In South-Eastern Maidan you will find the Academy of Fine Arts.	entailment	entailment	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-	-	-	134655e	travel
And she told me that everyone has to be like a little child to God, and that God loves everyone just like He is their own father and they are His children, because of what they are.	She told me that not everyone is God's child, only very special people.	contradiction	contradiction	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-	-	-	124587c	facetoface
Many of his followers became important members in the new organization, and his own close ties with Bin Ladin led many to think of him as the deputy head of al Qaeda.	Many followers became important members in the US Army..	contradiction	neutral	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	-	-	66049c	nineeleven
No, Dave Hanson, you were too important to us for that.	Yes,Dave Man, you are not important to us.	contradiction	contradiction	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	117892c	fiction
GAO's recommendations are intended to improve the economy, efficiency, and effectiveness of an agency's operations and to improve the accountability of the federal government for the benefit of the American people.	The GAO's recommendations are intended to negatively impact the effectiveness of an agency.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	66973c	government
He and his associates weren't operating at the level of metaphor.	His associates' boss was operating at the level of the metaphor. 	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	1773n	slate
One of the flights that received the warning was United 93.	United 93 never received a warning.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	145541c	nineeleven
It was still night.	The sun hadn't risen yet, for the moon was shining daringly in the sky.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	47745e	fiction
If a retail customer pays a premium for a custom pair of jeans, dress shirt, or suit, that customer will expect the item to be delivered to her home within days, not weeks or months.	Customers will typically receive the items paid for in days.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	135088e	oup
Recently, the world watched as the newest space shuttle made its maiden voyage.	The world was watching the recent space shuttle launch.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	70183e	letters
If the average American uses from three to five thousand different words each day, the chances are everybody in this country will use three or more Texican words.	It is likely everyone uses a Texican word every day	entailment	entailment	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-	-	-	39086e	verbatim
In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.	Saint-Etienne, a Christian church, had a temple to Jupiter and performed rituals during Roman times	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	103400n	travel
Under Deng Xiaoping, Beijing actively sought to cultivate a good bilateral relationship.	Beijing sought to create a good distance.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	24656c	slate
Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.	Small specialty shops had limited selections.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	-	-	29136e	oup
you know like CODA comes out of your out of your pay and the credit union comes out of your pay so we don't have to do anything there and the rest of it as far as my salary goes i just have it automatically deposited in into our bank	After CODA and credit union, nothing is left of my salary.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-	-	-	620c	telephone
A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).	Back page story about what a great job the Pentagon does of disposing surplus weapons.	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	99956c	slate
By combining our assets, we can make a difference.	If we pool our resources, we will have an impact.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	90249e	letters
For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.	General economic trends would have to be considered by a case study on job training effectiveness.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	136086e	government
(Read Slate 's  on how Bush flaunts the courage of his cliches.	Slate talks about how Bush is ashamed of his cliches.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	5300c	slate
Great mistake to say too much.	It screwed things up when they said too much.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	50901n	fiction
uh-huh how about any matching programs	Is there a matching program? 	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	109979n	telephone
For example, close to 50 percent of the value of shipments for men's shirts comes from the cost of materials, while 25 percent arises from compensation costs.	The cost of materials for men's shirts is greater than the compensation costs.	entailment	entailment	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-	-	-	27500e	oup
As outlined during recent meetings of the Board of Visitors and Alumni Association Directors, these will include an Indianapolis law student/alumni telephone campaign and increased emphasis on giving at the Maennerchor Society level.	The Board of Visitors and Alumni Association Directors did not meet at all recently.	contradiction	contradiction	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-	-	-	145388c	letters
One opportunist who stayed was Octavius Decatur Gass.	Octavius Decatur Gass refers to four people. 	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	26880c	travel
She's a, she works in a warehouse now, actually.	She is at the whorehouse. 	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	134574c	facetoface
There was one particular woman I don't recall her name.	I don't remember that woman's name. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	35410e	facetoface
because otherwise it's too it gets if you start them when it's cooler in the spring then it gets too hot in the summer	You should start them during Spring if you want them to be cool during the summer.	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	70711c	telephone
Or the virtual impossibility of finding a quiet place to study or even think, so that the children can cope in school and one day have a chance of achieving something better?	Because the only basis for different educational outcomes is merit, children from homes that lack a quiet place to study have no excuses.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	10716c	letters
The reason, Robinson and Godbey suggest, is that our pace of life is faster.	 Robinson and Godbey say our pace is fast.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	87210e	oup
The Saver-Spender Theory of Fiscal Policy, Working Paper 7571.	The paper was number 1738.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	65528c	government
Nevertheless, they constituted a potential resource for al Qaeda.	They were absolutely opposed to al Qaeda and could not be considered a resource. 	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	52959c	nineeleven
These experiments in political Islam faltered during the 1990 the Iranian revolution lost momentum, prestige, and public support, and Pakistan's rulers found that most of its population had little enthusiasm for fundamentalist Islam.	Those in power in Pakistan learned their people weren't orthodox Islam.	entailment	entailment	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-	-	-	67540e	nineeleven
yeah uh-huh oh yeah petting zoos and things	Petting zoos and things related.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	32005n	telephone
Clearly, people don't know how to reach lawyers.	It is obvious that people know how to contact lawyers.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	11927c	government
The man shifted slightly and cut the spear out of the air.	The man moved near a flying spear. 	entailment	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	79105e	fiction
Indiana residents (4,400 of our 5,980 alumni) may also take advantage of the Indiana Tax Credit (Form CC-40).	Indiana residents may take advantage of the CC-40 Indiana Tax Credit.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	123206e	letters
This figure represents only 5 percent of the total cost that law students paid for their legal education.	This figure is the entirety of the cost of legal education.	contradiction	contradiction	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-	-	-	78762c	letters
She was alone at last with the president!	At last, she has not been alone with the president!	contradiction	contradiction	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	94012c	slate
Her eyes flashed continually from one window to the other.	She was looking intently at the one window in front of her.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	108884c	fiction
Czarek was welcomed enthusiastically, even though the poultry brotherhood was paying a lot of sudden attention to the newcomers - a strong group of young and talented managers from an egzemo-exotic chicken farm in Fodder Band nearby Podunkowice.	Czarek was welcomed into the group.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	-	-	96279e	fiction
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.	Creating a production line did not involve any calculations of the amount of workers and flow of products.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	119691c	oup
Between these is an occasional flash of useful wisdom, much of it pretty well covered by other books of this type (which seem to be proliferating).	The book contains no new information despite the relative paucity of recent books on this subject.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128712c	verbatim
It won't bother you, the cold weather and stuff?	You're bothered by weather aren't you?	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	68618c	facetoface
Low-cost labor overseas and the increasing penetration of imports have certainly undercut American apparel manufacturers; apparel imports grew rapidly in most categories starting in the mid-1970s.	There have been fewer apparel imports since the mid-1970s.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	45917c	oup
It spoils the sport.	It makes it better.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	45374c	travel
Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.	Saddam could turn out weaker.	contradiction	entailment	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	-	-	37131c	slate
In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).	U.S. consumers and factories in East Asia benefit from imports.	entailment	entailment	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-	-	-	16996e	slate
Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.	NBA commissioner said NBA opens more possibilities than other jobs	contradiction	neutral	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-	-	-	67571e	slate
 From Fiber to Cloth to Finished Product	From cloth to fiber to finished product.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	98948c	oup
On the platform stood an altar and a large stone pillar.	There was only a pillar on the platform.	contradiction	contradiction	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-	-	-	128412c	fiction
I'm going to do Education now.	I have no plans to do Education at any point. 	contradiction	contradiction	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	134114c	facetoface
