	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
78	78	Indiana Legal Services (ILS) Executive Director Norman Metzger and Colleen Cotter, Director of the ILS Indiana Justice Center, were marvelous hosts.	The hosts were Norman and Colleen; and, they did a marvelous job. 	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	134834e	government	Indiana Legal Services (ILS) Executive Director Norman Metzger and Colleen Cotter, Director of the ILS Indiana Justice Center, were marvelous hosts.	The hosts were Norman and Colleen; and, they did a marvelous job. 	entailment	entailment	entailment
79	79	To see how The Bell Curve tries and fails to get around these inherent problems, see and .	Let's see how The Bell Curve tries, but fails, to get around these problems.	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89068e	slate	To see how The Bell Curve tries and fails to get around these inherent problems, see and .	Let's see how The Bell Curve tries, but fails, to get around these problems.	entailment	entailment	entailment
80	80	Based on our 1992 survey, we estimated lead times for two different   standard  lead times that represent performance for a typical product in the supplier's selection and  shortest  lead times that indicate a supplier's best practice.	We did not carry out any surveys in 1992.	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	86062c	oup	Based on our 1992 survey, we estimated lead times for two different   standard  lead times that represent performance for a typical product in the supplier's selection and  shortest  lead times that indicate a supplier's best practice.	We did not carry out any surveys in 1992.	contradiction	contradiction	contradiction
81	81	On that occasion, Lisa had seen a ferocious dog barking behind the chain-linked fence.	Lisa had seen a timid cat barking on the sidewalk. 	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61596c	oup	On that occasion, Lisa had seen a ferocious dog barking behind the chain-linked fence.	Lisa had seen a timid cat barking on the sidewalk. 	entailment	contradiction	contradiction
82	82	what do you think about uh about our new governor since she happens to be a female	What do you think of our new female governor?	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	62327e	telephone	what do you think about uh about our new governor since she happens to be a female	What do you think of our new female governor?	entailment	entailment	entailment
83	83	Take a few moments to list five or six competencies of a child you know well.	We recommended listing out at least five competencies of a child who is familiar to you.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	101792e	oup	Take a few moments to list five or six competencies of a child you know well.	We recommended listing out at least five competencies of a child who is familiar to you.	neutral	entailment	entailment
84	84	Poirot answered them categorically, almost mechanically. 	Poirot gave them the answers in perfect order, like a robot.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34580n	fiction	Poirot answered them categorically, almost mechanically. 	Poirot gave them the answers in perfect order, like a robot.	contradiction	contradiction	contradiction
85	85	If you have any questions, please feel free to give us a call at 638-3360.	Please call us when you have a question	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	125204e	letters	If you have any questions, please feel free to give us a call at 638-3360.	Please call us when you have a question	contradiction	entailment	entailment
86	86	The FDA solicited comments on these requirements in the notice of proposed rulemaking and has evaluated and responded to them in the preamble to the final rule.	The FDA did not seek out comments on these requirements regarding the proposed rulemaking.	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	61767c	government	The FDA solicited comments on these requirements in the notice of proposed rulemaking and has evaluated and responded to them in the preamble to the final rule.	The FDA did not seek out comments on these requirements regarding the proposed rulemaking.	entailment	contradiction	contradiction
87	87	In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11.	The payments were from fiscal year 2002.	contradiction	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	66614c	government	In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11.	The payments were from fiscal year 2002.	entailment	contradiction	contradiction
88	88	From the outset of the factory system in woven apparel, after cloth has been laid out and cut in the configurations of patterns for various sizes, the cut parts have been grouped by parts of the garment'fronts, backs, sleeves, patches for pockets, collars'and tied together into bundles for operators, who sew together individual parts'hence the term  bundle system. 	The bundle systems gets its name from the way the cut parts are grouped together.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6849e	oup	From the outset of the factory system in woven apparel, after cloth has been laid out and cut in the configurations of patterns for various sizes, the cut parts have been grouped by parts of the garment'fronts, backs, sleeves, patches for pockets, collars'and tied together into bundles for operators, who sew together individual parts'hence the term  bundle system. 	The bundle systems gets its name from the way the cut parts are grouped together.	entailment	entailment	entailment
89	89	have that well and it doesn't seem like very many people uh are really i mean there's a lot of people that are on death row but there's not very many people that actually um do get killed	There are a lot of people on death row, but not that many actually are executed.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	139635e	telephone	have that well and it doesn't seem like very many people uh are really i mean there's a lot of people that are on death row but there's not very many people that actually um do get killed	There are a lot of people on death row, but not that many actually are executed.	entailment	entailment	entailment
90	90	The crate.	The box.	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90280e	facetoface	The crate.	The box.	entailment	entailment	entailment
91	91	Um, what do you remember any stories they told you, your parents told you?	Can you recall the tales heard from your parents?	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14946e	facetoface	Um, what do you remember any stories they told you, your parents told you?	Can you recall the tales heard from your parents?	entailment	entailment	entailment
92	92	And this is, I guess, after, after high school, kind of right before college, actually, while I was in college, before I went away to school, while I was still in Brooklyn.	When i was still in Brooklyn while I was in college.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	116803e	facetoface	And this is, I guess, after, after high school, kind of right before college, actually, while I was in college, before I went away to school, while I was still in Brooklyn.	When i was still in Brooklyn while I was in college.	entailment	entailment	entailment
93	93	Marking cartons and containers for shipment according to channel-wide standards can speed up distribution.	It is unwise to incorporate the new standards because they will slow down distribution.	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19093c	oup	Marking cartons and containers for shipment according to channel-wide standards can speed up distribution.	It is unwise to incorporate the new standards because they will slow down distribution.	neutral	contradiction	neutral
94	94	Kyoto's kabuki troupe performs in December and Osaka's in May.	Osaka does not have a kabuki troupe.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65289c	travel	Kyoto's kabuki troupe performs in December and Osaka's in May.	Osaka does not have a kabuki troupe.	contradiction	contradiction	contradiction
95	95	GAO secures all information obtained during the course of its work.	The information is secured.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14907e	government	GAO secures all information obtained during the course of its work.	The information is secured.	entailment	entailment	entailment
96	96	have you read Tom Clancy	He asked if he read Stephen King.	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49401c	telephone	have you read Tom Clancy	He asked if he read Stephen King.	contradiction	contradiction	entailment
97	97	This popular show spawned the aquatic show at the Bellagio.	Bellagio's water display was born from this well received show.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6030e	travel	This popular show spawned the aquatic show at the Bellagio.	Bellagio's water display was born from this well received show.	neutral	entailment	neutral
